	D1	D2	D3	D4	C1	C2	C3	C4	H1	H2	H3	H4
nck5l	86	44	68	60	51	37	45	45	66	23	25	10
nckp1	217	590	967	254	118	232	1718	1718	1221	421	1354	332
nckpl	1634	1626	949	1031	418	556	1806	1806	5810	1879	3452	2135
nckx5	59	141	151	43	14	31	59	59	112	34	36	26
nckx6	261	240	296	182	241	218	241	241	61	19	56	20
ncln	267	213	134	114	126	193	490	490	248	58	202	76
ncoa1	167	207	125	143	183	189	667	667	660	198	362	194
ncoa2	610	801	603	486	198	356	1010	1010	544	179	340	230
ncoa3	158	141	46	136	141	234	1095	1095	4378	1396	2874	1372
ncoa4	1891	2347	1930	1419	295	539	6710	6710	3927	1427	3317	1552
ncoa5	219	192	149	121	117	191	440	440	440	152	282	175
ncoa6	325	367	365	214	82	135	632	632	539	146	328	215
ncoa7	1726	2307	1828	1009	554	970	6326	6326	1260	531	814	468
ncoat	2380	3639	3763	1759	757	1020	2129	2129	2200	513	1157	621
ncor1	1020	1127	773	800	414	595	2804	2804	823	177	578	347
ncor2	465	520	334	286	146	194	473	473	606	132	371	214
ncpr	601	632	572	401	297	663	1491	1491	750	270	558	279
nctr3	21	17	10	6	33	36	137	137	80	37	53	33
ncug1	362	387	305	296	208	320	731	731	400	115	315	130
ndc1	336	548	410	229	43	99	616	616	494	156	237	139
ndc80	275	261	190	178	122	237	2088	2088	535	150	110	71
nde1	90	83	65	40	77	222	648	648	107	31	44	29
ndel1	192	224	123	112	34	79	255	255	222	44	121	61
ndk3	200	402	184	149	141	172	444	444	106	40	70	17
ndk7	3090	5122	10545	1870	155	248	934	934	1819	580	1804	661
ndor1	204	197	145	100	201	188	418	418	620	160	405	180
ndrg1	397	486	314	289	134	261	473	473	200	22	89	54
ndrg2	608	899	702	573	70	83	138	138	777	229	682	281
ndst1	204	213	146	110	82	221	1775	1775	246	72	227	112
ndst2	147	142	93	81	80	144	302	302	132	31	86	38
ndua9	509	441	411	260	202	434	1156	1156	632	224	421	189
nduf5	19	20	27	11	39	82	360	360	155	64	65	38
nduf6	38	78	83	39	12	15	70	70	26	8	19	15
ndus1	1236	1953	1168	1248	193	324	2448	2448	1985	729	1154	581
ndus2	400	463	498	350	240	503	2030	2030	1343	439	739	472
nduv1	268	243	169	144	267	421	1050	1050	570	154	324	133
neb2	1632	1476	902	1022	388	647	2903	2903	1816	509	1046	537
neca3	44	32	23	22	39	20	32	32	76	21	22	20
necp2	755	850	590	430	353	593	2057	2057	1140	385	794	341
ned4l	48	70	54	49	44	85	240	240	126	26	67	47
nedd1	383	635	258	335	88	175	1270	1270	657	221	426	164
nedd4	28	31	25	28	27	41	80	80	52	14	46	11
neil1	74	240	88	73	157	98	39	39	192	51	95	43
neil3	55	69	76	48	3	13	135	135	97	28	8	12
nek1	361	544	302	363	74	120	726	726	586	206	406	161
nek2	126	157	41	65	61	163	1318	1318	395	149	92	56
nek3	85	157	57	68	35	55	217	217	403	125	272	99
nek4	71	84	31	57	49	92	423	423	144	54	111	55
nek6	655	583	390	219	184	298	581	581	677	316	641	358
nek7	1742	2472	1930	1378	325	562	1765	1765	1413	585	1076	528
nek8	49	52	30	21	29	44	202	202	28	11	22	7
nek9	324	335	127	219	207	305	1405	1405	803	221	447	317
nelfb	605	516	346	279	213	418	1055	1055	560	194	401	134
nelfd	439	475	303	283	239	385	1021	1021	466	157	322	119
nelfe	298	371	243	178	6	13	15	15	92	47	78	35
nemf	585	1000	458	516	87	111	474	474	779	295	567	220
nemo	220	225	62	148	39	46	250	250	167	44	118	54
neo1	26	68	107	45	37	62	196	196	152	57	110	57
nest	38	63	36	44	66	83	173	173	236	181	99	173
net4	187	277	578	183	24	28	159	159	641	175	473	192
neu1a	228	328	90	192	4	13	40	40	940	231	517	220
neua	391	240	226	174	150	336	1119	1119	1195	342	1096	423
neufc	166	209	52	86	10	25	67	67	255	94	153	70
neul	363	672	463	364	50	56	381	381	1397	533	912	502
neul4	284	321	171	181	202	202	375	375	375	95	210	134
neur1	127	92	55	88	82	220	509	509	101	36	92	34
neus	345	214	96	195	46	99	203	203	37	10	10	15
nexn	28	74	117	20	10	8	10	10	163	58	132	59
nf1	106	145	128	77	31	65	313	313	504	166	464	263
nf2ip	786	1107	711	544	207	295	552	552	253	83	91	59
nf2l1	560	447	262	278	242	450	1293	1293	1844	548	1519	639
nf2l2	603	809	1189	523	195	295	1285	1285	1364	492	1294	485
nfac1	189	129	85	95	71	90	206	206	535	127	189	150
nfac3	254	370	177	287	121	151	1522	1522	519	115	273	199
nfat5	44	83	65	52	80	118	444	444	234	30	140	133
nfib	57	133	157	77	49	61	106	106	342	139	156	115
nfic	37	28	22	31	12	28	178	178	190	63	128	55
nfip1	1830	1977	2217	1080	265	582	2152	2152	2516	1030	2059	815
nfip2	1347	1956	1667	979	268	460	2945	2945	2202	854	1594	771
nfkb1	575	505	195	344	184	350	662	662	1238	412	763	459
nfkb2	1334	1384	741	836	392	426	456	456	945	306	634	320
nfrkb	419	602	388	352	110	108	346	346	383	89	223	124
nfs1	445	605	372	304	285	467	1540	1540	954	381	640	309
nfu1	189	285	115	124	61	116	474	474	45	27	47	23
nfx1	375	488	338	287	87	126	486	486	304	120	228	148
nfxl1	155	190	176	117	44	59	392	392	220	51	107	63
nfya	99	109	41	76	107	111	557	557	472	150	215	115
nfyb	974	1714	1040	822	172	289	2034	2034	535	136	350	112
nfyc	520	714	697	274	104	193	694	694	487	183	327	152
ngap	242	296	129	217	27	56	177	177	1009	410	634	405
ngly1	894	2060	1337	851	149	252	980	980	1297	441	1041	349
ngrn	275	385	301	189	138	198	450	450	157	54	104	59
nhlc2	272	385	310	184	243	416	1433	1433	275	74	233	83
nhlc3	112	95	33	71	14	23	116	116	54	12	58	32
nhrf1	663	487	249	366	185	367	693	693	880	328	549	225
nhsl1	19	15	15	18	2	12	11	11	61	17	28	24
niban	131	95	43	71	31	53	191	191	1034	285	671	336
nibl1	177	147	133	105	49	78	246	246	423	108	353	88
nibl2	268	478	274	166	24	35	46	46	71	18	16	6
nica	606	661	901	375	161	294	1282	1282	1362	445	943	523
nid1	358	630	1408	246	8	39	274	274	111	40	88	36
nid2	27	101	58	37	30	32	213	213	60	88	18	13
nif3l	385	445	257	258	52	77	329	329	190	86	144	66
nin	318	387	156	237	73	97	454	454	638	139	451	271
nip7	224	297	198	228	86	88	613	613	263	99	225	96
nipa	297	345	232	257	34	88	279	279	189	69	117	67
nipa2	873	775	582	404	319	558	1814	1814	1906	707	1247	591
nipbl	1194	1776	1115	1067	271	439	2559	2559	1923	536	1190	632
nisch	474	601	557	374	49	59	212	212	334	104	216	122
nit2	325	429	481	163	51	103	224	224	268	117	176	82
njmu	52	77	60	35	37	60	304	304	81	19	47	36
nkrf	218	355	194	197	54	103	342	342	142	48	111	32
nktr	34	48	29	27	70	46	108	108	79	11	27	25
nle1	208	310	140	121	54	77	136	136	93	32	67	42
nlk	178	226	101	121	62	103	274	274	77	21	63	18
nlrc3	183	253	43	143	129	159	244	244	329	84	122	60
nlrc4	153	99	54	79	136	179	248	248	351	147	246	146
nlrc5	473	245	104	205	133	194	180	180	523	109	393	184
nlrx1	486	347	253	203	217	223	274	274	100	39	93	44
nltp	756	1239	668	720	395	601	2215	2215	2639	931	1751	780
nmd3	1067	1645	1113	901	84	124	928	928	635	228	441	295
nmi	1037	1123	482	595	220	315	1079	1079	1186	372	521	394
nmna3	122	113	73	67	35	146	1056	1056	30	9	15	13
nmt1	1931	2075	1163	1365	382	611	2714	2714	2134	872	1515	871
nmt2	30	57	56	31	19	35	81	81	69	15	52	25
nnrd	271	488	244	212	217	223	370	370	449	119	315	108
nntm	362	537	475	367	145	290	1170	1170	1769	599	1085	485
no40	587	930	530	400	66	145	614	614	561	223	381	143
no66	131	134	33	65	88	159	395	395	63	16	70	29
noa1	265	277	241	147	90	185	529	529	221	85	167	57
noc2l	478	458	310	289	319	357	987	987	792	233	467	275
noc3l	433	535	237	377	82	114	736	736	366	114	312	176
noc4l	132	107	87	54	36	84	225	225	159	50	98	65
nod1	171	186	137	112	108	142	458	458	354	133	231	141
nod2	419	508	366	293	122	128	265	265	1090	345	556	324
nog1	1566	3069	1396	1477	221	345	1674	1674	1263	418	1024	480
nog2	1346	1949	1468	1095	170	240	1214	1214	824	283	508	334
nol10	270	301	219	188	78	175	700	700	476	136	322	189
nol11	1065	1737	964	782	182	250	995	995	1270	550	876	534
nol6	253	239	92	136	44	67	303	303	248	49	181	94
nol7	192	362	207	150	77	103	334	334	419	154	289	155
nol8	382	565	191	446	132	194	1069	1069	449	147	288	137
nol9	239	240	262	117	107	131	477	477	205	65	129	78
nolc1	1188	1593	980	1025	306	533	2975	2975	1116	342	1084	439
nom1	512	543	415	356	100	222	710	710	393	112	300	128
nono	5103	6258	4231	3928	930	1399	5374	5374	4413	1653	2521	1410
nop14	646	604	401	351	182	381	1041	1041	533	162	364	210
nop2	363	323	167	189	180	328	442	442	246	81	141	79
nop56	2108	3090	1733	1921	309	530	1726	1726	1977	677	1396	655
nop58	1344	1721	1496	1204	368	507	2529	2529	1930	599	1627	642
nop9	103	157	74	89	45	73	254	254	119	44	109	47
nos3	76	149	176	69	62	113	217	217	445	137	416	127
nostn	53	163	367	75	58	72	359	359	635	208	363	183
notc1	238	226	146	203	362	426	688	688	411	90	280	137
notc2	815	817	427	607	338	641	1241	1241	1343	277	693	573
notc4	15	17	28	8	5	10	29	29	94	26	76	45
noxa1	33	17	17	50	21	26	29	29	18	12	10	5
noxin	103	182	76	136	58	89	844	844	301	155	156	79
np1l1	2558	3945	4146	1973	450	1033	3832	3832	4186	1632	2263	1031
np1l4	761	786	350	459	668	1629	9824	9824	1976	631	1378	520
npa1p	283	196	114	331	123	198	505	505	205	58	123	79
npal3	45	50	18	20	26	73	366	366	165	32	119	64
npat	263	298	129	209	59	110	843	843	519	136	268	174
npc1	268	182	343	241	84	227	950	950	414	163	225	153
npdc1	76	79	56	38	93	94	103	103	337	135	313	156
nphp1	28	70	41	25	41	55	154	154	81	32	68	37
npl	317	252	184	295	125	193	1079	1079	613	239	496	229
npl4	588	579	454	326	165	281	955	955	622	157	423	229
npnt	666	1194	2917	505	204	380	1224	1224	987	551	918	544
nprl2	47	46	42	23	42	38	96	96	46	25	34	17
nprl3	688	857	929	363	18	71	430	430	46	13	48	22
npt2a	88	167	90	55	6	20	38	38	132	11	31	15
nqo1	746	637	918	323	159	342	1801	1801	236	138	285	79
nqo2	215	213	173	174	348	693	1850	1850	210	95	148	65
nr1d1	38	52	88	12	28	38	50	50	33	13	21	8
nr1d2	939	2108	772	561	236	320	758	758	1879	814	1066	545
nr1h2	271	228	165	158	97	172	391	391	470	173	386	140
nr1h3	485	207	201	159	661	934	2706	2706	1403	426	996	509
nr2c1	373	664	235	313	97	169	406	406	673	243	487	207
nr2c2	55	50	72	48	244	370	1467	1467	408	84	174	138
nr2ca	107	131	52	45	107	166	483	483	177	58	138	59
nram1	291	107	350	266	812	1078	1516	1516	2294	700	1913	1014
nram2	74	45	43	37	87	252	2656	2656	471	178	445	226
nrbf2	383	485	413	318	62	122	456	456	313	100	228	105
nrbp	1476	2079	1300	1194	416	552	1746	1746	1545	587	1019	463
nrdc	961	1346	1249	711	1105	1589	5061	5061	2559	838	1492	871
nrde2	1508	2165	1619	1215	103	195	569	569	209	53	120	62
nrf1	209	227	118	156	41	105	529	529	243	76	141	100
nrip1	414	540	660	378	119	250	1390	1390	589	179	555	299
nrm	115	136	81	60	83	140	191	191	73	22	19	10
nrp1	165	175	230	118	59	83	434	434	267	62	285	106
nrp2	63	78	74	60	78	204	658	658	288	59	394	172
ns1bp	2023	3500	1571	2105	749	1030	2986	2986	2218	533	1362	832
nsa2	1015	1325	800	692	204	448	2127	2127	2963	1128	1571	1011
nsd1	518	478	504	342	473	649	2109	2109	990	229	600	408
nsd2	516	508	330	287	388	773	3797	3797	1293	363	689	368
nsd3	968	1293	901	820	96	183	1096	1096	453	141	286	147
nsdhl	165	160	69	110	68	133	540	540	68	12	51	18
nse1	262	202	255	134	147	255	643	643	53	26	39	17
nse4a	921	1444	1051	668	52	104	478	478	810	303	539	176
nsf	134	150	119	115	129	217	818	818	1124	361	786	540
nsma	159	217	90	86	41	31	75	75	190	49	94	59
nsma3	387	433	376	222	186	302	1332	1332	553	152	288	173
nsmf	293	356	261	227	66	88	140	140	557	83	162	124
nsrp1	661	1206	468	507	116	164	934	934	309	118	271	115
nsun2	570	567	276	277	556	1001	2650	2650	549	184	506	238
nsun3	123	140	77	128	12	15	115	115	130	34	147	43
nsun4	202	221	103	130	129	114	220	220	81	24	65	22
nsun6	57	69	51	44	22	9	78	78	31	17	46	12
nsun7	39	28	21	23	7	17	116	116	70	18	9	10
nt5d1	95	68	39	66	158	246	1035	1035	333	99	155	76
nt5d2	327	621	796	211	539	596	852	852	278	93	232	85
ntcp7	188	184	132	125	67	105	448	448	142	40	105	48
ntkl	251	231	171	156	116	209	603	603	604	183	360	158
ntm1a	108	108	93	55	27	53	76	76	66	33	36	26
nu107	784	1055	678	650	110	161	1038	1038	799	273	547	235
nu133	287	367	331	204	159	296	1454	1454	326	104	186	100
nu153	1153	1633	879	1047	341	697	5314	5314	1304	298	875	446
nu155	542	926	525	565	91	157	1124	1124	694	241	384	196
nu160	712	963	508	519	69	117	1072	1072	793	230	459	275
nu188	381	319	228	189	203	274	872	872	427	95	225	125
nu1m	42427	106496	67623	39715	58366	24284	173373	173373	86548	44086	52294	32465
nu205	593	660	368	470	115	257	1917	1917	676	216	384	231
nu214	199	149	69	95	95	167	494	494	359	84	178	105
nu4m	588	1227	710	465	68	178	383	383	4221	166	495	210
nu5m	56673	126296	104359	54655	40517	13679	133863	133863	1508	107	382	173
nuak2	110	178	53	73	18	29	56	56	336	135	133	92
nub1	525	583	624	328	220	335	559	559	483	134	331	167
nubp1	47	34	13	26	39	66	159	159	90	28	108	34
nubp2	322	292	231	158	84	149	287	287	404	158	280	107
nubpl	58	100	29	58	48	92	417	417	259	82	167	95
nucb1	635	541	338	342	375	955	1927	1927	3047	892	2165	944
nucg	90	87	76	47	82	102	208	208	106	39	59	30
nucl	9231	11149	5761	6561	1971	3935	17462	17462	9551	3473	5515	3383
nud12	268	458	246	266	17	70	461	461	100	44	85	39
nud13	246	351	358	168	37	49	201	201	37	10	30	6
nud18	210	219	126	111	56	93	163	163	106	54	86	37
nud22	139	114	86	87	40	44	72	72	536	186	389	150
nudc1	382	803	398	352	77	102	837	837	646	244	522	185
nudc3	393	406	122	232	288	425	1307	1307	463	111	360	154
nudt3	422	521	227	226	143	205	753	753	729	245	570	271
nudt4	1799	2281	1752	1090	462	1108	7853	7853	2148	742	1716	570
nufp2	186	227	156	191	44	61	378	378	338	59	158	117
numa1	1698	2106	1293	1191	458	701	1788	1788	1384	339	722	476
numb	581	696	561	385	143	255	618	618	1064	365	754	443
nup37	322	518	257	250	59	129	1104	1104	383	97	257	120
nup43	172	187	68	103	36	65	557	557	329	91	215	112
nup50	489	425	310	281	176	242	1141	1141	574	128	377	194
nup53	671	1270	410	558	84	122	1121	1121	534	197	456	151
nup54	910	1612	828	694	298	625	5102	5102	1604	498	862	404
nup62	353	317	156	171	316	553	2119	2119	565	184	250	166
nup85	484	417	373	271	153	212	792	792	684	184	404	231
nup88	588	834	438	449	165	287	1558	1558	626	219	466	223
nup93	487	315	158	204	105	212	1004	1004	416	158	297	146
nup98	700	560	347	367	172	336	2128	2128	1367	450	814	499
nupl1	432	709	424	395	108	164	851	851	578	185	345	177
nupl2	61	92	78	46	51	103	382	382	178	32	94	63
nusap	339	437	207	288	87	217	2821	2821	688	242	95	87
nvl	1162	1338	1758	765	199	357	1828	1828	893	308	476	267
nxf1	693	1109	805	540	574	510	1013	1013	784	238	457	236
nxn	173	232	118	112	71	93	146	146	215	73	157	71
nxpe3	413	320	339	213	125	220	1658	1658	109	23	82	35
nxt2	896	1365	1325	606	16	21	128	128	701	276	967	230
oard1	751	1330	915	565	112	111	278	278	87	27	45	28
oasl1	1386	15	29	99	66	50	52	52	677	188	325	463
oat	900	1205	1273	666	181	545	2201	2201	1328	518	885	457
oaz2	488	559	378	255	97	171	314	314	362	123	280	94
obf1	2047	2521	2156	1180	157	237	885	885	1875	463	634	411
obrg	116	119	109	71	282	606	4326	4326	560	141	572	215
obsl1	40	25	26	25	81	94	140	140	104	29	95	27
ocrl	56	66	70	48	51	59	253	253	110	38	150	70
octc	753	1018	550	527	122	227	932	932	342	120	252	83
odb2	114	130	51	76	13	26	80	80	63	21	53	21
odba	277	412	347	210	177	264	543	543	232	78	152	74
odf2l	462	606	325	326	17	50	254	254	100	35	90	26
odfp2	577	630	654	359	159	332	1479	1479	352	110	156	91
odo1	868	986	654	518	316	763	3247	3247	2703	817	1672	821
odo2	715	790	741	471	281	514	2528	2528	1400	439	959	559
odp2	557	567	788	346	97	198	1227	1227	352	101	233	130
odpa	1205	1509	972	995	419	599	2736	2736	2801	953	2073	1039
odpb	1082	1597	1351	862	239	414	2101	2101	1336	511	864	432
odpx	231	372	169	240	33	79	447	447	393	159	371	132
odr4	441	688	530	342	24	39	269	269	547	254	501	196
ofd1	99	129	108	79	81	107	413	413	154	52	102	65
ofut1	94	95	49	62	24	49	306	306	62	16	112	38
ofut2	105	163	87	89	102	169	295	295	368	102	315	125
ogfd1	303	516	244	304	45	54	355	355	68	23	37	16
ogfd2	361	584	292	178	122	75	176	176	132	50	110	56
ogfr	629	600	354	296	478	522	1197	1197	194	62	101	53
ogg1	104	118	43	67	30	57	159	159	28	11	20	8
ogt1	8833	18464	12086	8309	2891	3025	6886	6886	8617	1913	4874	1866
ola1	1002	1314	781	739	170	276	1921	1921	915	370	650	299
olfl1	25	30	32	26	37	104	478	478	75	19	84	26
olm2b	102	200	90	87	10	22	93	93	829	223	536	233
oma1	220	285	134	149	32	67	257	257	389	159	356	152
omgp	532	824	410	312	63	62	137	137	2092	560	857	453
opa1	922	1305	1035	829	202	370	2597	2597	847	297	556	351
opla	132	160	128	80	201	107	179	179	139	47	150	48
optn	664	527	412	401	271	703	3340	3340	627	202	418	151
orai2	366	510	368	164	35	45	83	83	100	30	73	34
orc1	137	94	76	46	34	101	1048	1048	177	53	43	49
orc2	320	380	268	270	216	369	4003	4003	1009	303	625	305
orc3	625	1252	489	551	72	97	621	621	210	70	199	76
orc4	373	602	533	253	212	274	1622	1622	943	397	892	255
orc5	382	485	196	230	79	113	589	589	260	93	201	139
orml1	606	1034	912	466	228	388	1648	1648	655	198	518	183
orn	73	70	42	44	11	43	159	159	288	76	183	80
ornt1	52	63	49	66	32	41	282	282	57	26	47	14
os9	1399	1291	1029	685	428	844	2603	2603	1739	654	1128	637
osb10	227	207	75	147	42	78	153	153	71	8	43	17
osb11	811	1010	824	527	177	306	1472	1472	1823	656	1264	642
osbl1	167	247	334	176	95	326	2276	2276	1069	438	754	393
osbl2	292	290	223	170	330	392	855	855	315	108	166	82
osbl3	56	47	29	39	10	13	29	29	46	11	12	11
osbl5	195	245	148	104	74	81	126	126	126	29	137	55
osbl6	195	331	274	109	10	9	23	23	28	7	17	15
osbl7	167	220	124	79	217	164	184	184	255	52	110	71
osbl8	1453	2823	1049	1579	340	553	3230	3230	2380	750	2232	817
osbp1	456	488	377	302	252	330	1000	1000	941	323	525	315
oser1	331	663	651	341	168	270	850	850	366	135	220	143
osgep	1549	1574	1492	927	111	128	456	456	287	89	188	84
osgi2	336	783	396	390	100	171	1020	1020	1720	878	1328	757
osgp2	123	189	137	98	91	136	499	499	78	23	47	28
osmr	326	307	674	315	42	61	221	221	654	160	627	390
ostf1	762	989	1751	724	310	510	2004	2004	3788	1405	3631	1665
ostm1	262	299	198	182	63	158	645	645	96	24	67	33
ostp	130	290	170	120	52	122	820	820	162	9	39	18
otu1	43	60	27	44	60	84	1709	1709	82	21	59	43
otu7b	63	53	42	41	525	590	1240	1240	344	125	205	95
otub2	201	119	74	63	48	48	50	50	100	26	70	25
otud3	298	409	383	231	67	99	244	244	141	55	87	56
otud4	241	253	162	187	78	126	594	594	366	88	210	127
otud5	1038	1058	901	565	660	1018	3468	3468	1413	453	839	420
otul	531	762	603	356	63	66	273	273	92	26	71	40
ovca2	179	211	182	104	84	90	169	169	164	37	125	70
ox2g	276	409	156	212	18	18	53	53	199	63	97	51
oxa1l	223	256	250	201	297	380	1480	1480	760	240	461	250
oxla	3624	957	4066	742	153	115	335	335	481	123	249	228
oxnd1	331	380	416	200	61	81	351	351	119	47	122	55
oxr1	938	1562	835	799	167	231	1270	1270	1276	503	934	455
oxsm	136	262	80	86	44	43	191	191	173	82	109	52
oxsr1	180	158	80	96	67	87	393	393	110	18	78	37
ozf	339	536	160	323	58	95	573	573	93	27	111	30
p20d2	30	43	14	38	43	37	77	77	184	58	106	55
p20l1	887	1426	964	837	237	309	1055	1055	1545	356	817	363
p2r3a	53	55	34	40	23	51	172	172	331	123	188	120
p2r3c	303	486	347	280	46	78	436	436	923	347	541	247
p2rx4	184	138	148	127	128	195	596	596	467	115	305	183
p2ry2	129	124	243	130	23	35	98	98	38	18	90	22
p2y10	326	404	82	199	96	127	394	394	529	202	371	238
p2y12	48	26	27	68	42	50	172	172	302	181	361	192
p33mx	619	644	651	379	81	158	392	392	474	132	305	134
p34	893	1127	970	619	27	49	330	330	1399	563	1047	493
p3c2a	206	256	190	204	30	51	356	356	610	156	640	174
p3c2b	733	735	525	321	84	127	401	401	201	51	101	60
p3h1	70	121	79	44	181	139	193	193	44	20	48	15
p3h2	74	72	116	52	43	125	390	390	303	121	295	128
p3h3	288	226	329	211	33	34	31	31	114	31	112	20
p3ip1	171	209	153	87	137	279	204	204	274	118	134	75
p4ha1	339	384	254	377	38	95	285	285	943	375	548	279
p4ha2	175	323	370	136	31	51	125	125	163	62	148	47
p4htm	96	122	82	63	120	149	236	236	42	16	21	9
p4k2a	127	150	80	107	147	303	741	741	695	271	499	248
p4k2b	139	164	57	104	26	82	652	652	209	59	114	35
p4r3a	1072	1709	1705	918	534	768	2262	2262	5444	1877	3822	1393
p4r3b	1579	2443	1216	1520	945	1432	8188	8188	6315	2273	4245	1928
p52k	1275	1893	988	943	140	259	1377	1377	2449	918	1637	771
p53	635	541	250	314	211	405	1069	1069	828	263	496	248
p55g	65	66	34	41	38	59	297	297	117	43	78	33
p5cr3	215	193	156	122	120	216	508	508	474	139	297	135
p5cs	270	254	130	131	100	190	730	730	234	77	113	60
p5i13	77	127	80	56	51	41	61	61	113	43	58	27
p66a	210	199	121	109	229	320	1043	1043	290	74	201	90
p80c	224	319	166	142	33	53	172	172	148	34	76	43
p85a	264	257	275	199	433	929	5317	5317	660	179	523	251
p85b	402	653	375	377	107	125	183	183	601	152	282	151
pa1b2	1538	2276	1281	1293	57	68	510	510	1384	521	897	499
pa24a	397	517	488	416	94	246	2421	2421	1831	771	1021	616
pa2g4	1958	2585	1434	1550	420	913	4638	4638	1536	556	1412	626
pabp1	8743	9142	9060	4897	2141	5327	21288	21288	15496	5803	7660	4990
pabp2	514	620	437	363	189	273	727	727	318	127	204	115
pabp4	1152	1602	1090	797	225	489	1706	1706	529	165	278	169
pace1	279	462	509	216	142	226	761	761	481	149	309	160
pacn2	701	641	449	366	51	116	362	362	827	233	481	252
pacrl	219	332	236	161	12	32	128	128	232	69	122	64
